course_code,facility_code,course_name,hol,par,course_type,course_architect,open_date,guest_policy,weekday_price,weekend_price,twilight_price,fairway,green,currency
USA-AL-00166-01,USA-AL-00166,RTJ Golf Trail at Ross Bridge,18,72,Parkland,Robert Trent Jones Sr,1993,Open,65,65,65,N/D,N/D,USD
USA-AL-00167-01,USA-AL-00167,Backbreaker,9,36,Parkland,Robert Trent Jones Sr,1993,Open,65,65,65,N/D,N/D,USD
USA-AL-00167-02,USA-AL-00167,Heartbreaker,9,36,Parkland,Robert Trent Jones Sr,1993,Open,65,65,65,N/D,N/D,USD
USA-AL-00167-03,USA-AL-00167,Mindbreaker,9,36,Parkland,Robert Trent Jones Sr,1993,Open,65,65,65,N/D,N/D,USD
USA-AL-00167-04,USA-AL-00167,Short Course,9,27,Parkland,Robert Trent Jones Sr,1993,Open,18,18,18,N/D,N/D,USD
USA-AL-00168-01,USA-AL-00168,Fighting Joe,18,72,Parkland,"Robert Trent Jones, Sr.",2004,Open,65,65,65,N/D,N/D,USD
USA-AL-00168-02,USA-AL-00168,Schoolmaster,18,72,Parkland,"Robert Trent Jones, Sr.",2004,Open,65,65,65,N/D,N/D,USD
USA-AL-00169-01,USA-AL-00169,Saddle Rock,9,31,Parkland,N/D,N/D,Open,7,7,7,N/D,N/D,USD
USA-AL-00170-01,USA-AL-00170,Saugahatchee,18,72,Parkland,Ward Northrup,1977,Closed,~,~,~,N/D,N/D,USD
USA-AL-00171-01,USA-AL-00171,Selma,18,71,Parkland,N/D,1923,Closed,~,~,~,N/D,N/D,USD
USA-AL-00172-01,USA-AL-00172,Shoal Creek,18,72,Parkland,Jack Nicklaus,1976,Closed,~,~,~,N/D,N/D,USD
USA-AL-00173-01,USA-AL-00173,Silver Ridge,18,71,Parkland,Owner,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AL-00175-01,USA-AL-00175,Southern Gales,18,72,Parkland,F Romine/G Romine,1995,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AL-00176-01,USA-AL-00176,Spring Creek,9,36,Parkland,N/D,1951,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AL-00177-01,USA-AL-00177,Spring Hill College,18,72,Parkland,T A Buckhaults,1930,Open,20,24,15,N/D,N/D,USD
USA-AL-00178-01,USA-AL-00178,Steelwood,18,72,Parkland,Jerry Pate,1997,Closed,~,~,~,N/D,N/D,USD
USA-AL-00179-01,USA-AL-00179,Stoney Mountain,18,72,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AL-00180-01,USA-AL-00180,Stoneybrook,18,72,Parkland,Billy Branon,1972,Open,6.5,22.5,22.5,N/D,N/D,USD
USA-AL-00181-01,USA-AL-00181,Sunset Landing,18,72,Parkland,Bob E & Robert L Baldock,1968,Open,34,38,38,N/D,N/D,USD
USA-AL-00182-01,USA-AL-00182,Coosa Valley,18,72,Parkland,N/D,1968,Closed,~,~,~,N/D,N/D,USD
USA-AL-00184-01,USA-AL-00184,Tartan Pines,18,72,Parkland,Alan Blalock/Glen Day,2000,Open,30,49,49,N/D,N/D,USD
USA-AL-00185-01,USA-AL-00185,Tennessee Valley,18,70,Parkland,N/D,1926,Closed,~,~,~,N/D,N/D,USD
USA-AL-00186-01,USA-AL-00186,Terrapin Hills,18,71,Parkland,Harold Williams,1970,Closed,40,50,50,N/D,N/D,USD
USA-AL-00187-01,USA-AL-00187,Terri Pines,18,72,Parkland,Tom Jackson,1980,Closed,41,50,25,N/D,N/D,USD
USA-AL-00188-01,USA-AL-00188,The Capstone of Alabama,18,71,Parkland,Gil Hanse,2001,Open,35,45,29,N/D,N/D,USD
USA-AL-00189-01,USA-AL-00189,The Ledges,18,71,Parkland,Hurdzen/Frye GCD,2000,Closed,~,~,~,N/D,N/D,USD
USA-AL-00191-01,USA-AL-00191,The Pines,18,72,Parkland,Bob Wall,1990,Open,28,34,34,N/D,N/D,USD
USA-AL-00192-01,USA-AL-00192,The Preserve at Soldiers Creek,18,72,Parkland,Scott Clark,2001,Open,79,79,79,N/D,N/D,USD
USA-AL-00193-01,USA-AL-00193,The Ravine,18,71,Parkland,Rex Bible,1999,Open,25,30,30,N/D,N/D,USD
USA-AL-00194-01,USA-AL-00194,Timber Ridge,18,71,Parkland,Charles Carter,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AL-00195-01,USA-AL-00195,Timberline,18,71,Parkland,Jerry Pate,2002,Open,25,30,46,N/D,N/D,USD
USA-AL-00196-01,USA-AL-00196,Troy,18,71,Parkland,N/D,N/D,Closed,~,~,~,N/D,N/D,USD
USA-AL-00197-01,USA-AL-00197,Trussville,18,71,Parkland,Murry Roper,1962,Open,27,44,44,N/D,N/D,USD
USA-AL-00198-01,USA-AL-00198,Turtle Point,18,72,Parkland,Robert Trent Jones Sr,1960,Closed,~,~,~,N/D,N/D,USD
USA-AL-00199-01,USA-AL-00199,Twin Bridges,18,72,Parkland,Gene Bates,2003,Open,35,45,45,N/D,N/D,USD
USA-AL-00200-01,USA-AL-00200,Twin Lakes,18,72,Parkland,Harry Weaver,1963,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AL-00202-01,USA-AL-00202,Union Springs,18,72,Parkland,N/D,1973,Closed,~,~,~,N/D,N/D,USD
USA-AL-00203-01,USA-AL-00203,University of Alabama,18,71,Parkland,Harold Williams/ Thomas H Nicol,1959,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AL-00204-01,USA-AL-00204,Valley Landing,18,72,Parkland,John Milkhouse & Sandy Lyle,2001,Open,20,32,32,N/D,N/D,USD
USA-AL-00205-01,USA-AL-00205,Vanity Fair,18,71,Parkland,N/D,1974,Closed,~,~,~,N/D,N/D,USD
USA-AL-00206-01,USA-AL-00206,Vestavia,18,72,Parkland,Glen Day/Alan Blalock/George Cobb/John LaFoy,1951,Closed,~,~,~,N/D,N/D,USD
USA-AL-00208-01,USA-AL-00208,Whipporwhill,18,72,Parkland,Terry Williams,1999,Open,10,18,18,N/D,N/D,USD
USA-AL-00209-01,USA-AL-00209,Willow Brook,18,72,Parkland,Neal Cagle,1998,Open,15,20,20,N/D,N/D,USD
USA-AL-00210-01,USA-AL-00210,Wills Creek,18,70,Parkland,N/D,1965,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AL-00211-01,USA-AL-00211,Woodland Forrest,18,71,Parkland,Neal Cagle,1974,Closed,25,30,30,N/D,N/D,USD
USA-AL-00212-01,USA-AL-00212,Woodward,18,71,Parkland,Charles Hall,1916,Closed,~,~,~,N/D,N/D,USD
USA-AL-00213-01,USA-AL-00213,Wynlakes,18,72,Parkland,Joe Lee,1986,Closed,~,~,~,N/D,N/D,USD
USA-AL-00214-01,USA-AL-00214,Regulation,18,71,Parkland,Donald Ross,1899,Closed,~,~,~,N/D,N/D,USD
USA-AL-00214-02,USA-AL-00214,9 Hole,9,,Parkland,Donald Ross,1899,Closed,~,~,~,N/D,N/D,USD
USA-AR-00001-01,USA-AR-00001,Ashdown,18,69,Parkland,Freddy Stewart,1989,Open,20,29,29,N/D,N/D,USD
USA-AR-00002-01,USA-AR-00002,Bald Knob,9,36,Parkland,N/D,1950,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00003-01,USA-AR-00003,Batesville,9,35,Parkland,N/D,1925,Closed,~,~,~,N/D,N/D,USD
USA-AR-00004-01,USA-AR-00004,Batesville Municipal,9,36,Parkland,N/D,1975,Open,12,15,15,N/D,N/D,USD
USA-AR-00006-01,USA-AR-00006,Bella Vista,18,72,Parkland,Joe Finger,1968,Open,44,44,44,N/D,N/D,USD
USA-AR-00007-01,USA-AR-00007,Belvedere,18,72,Parkland,Herman Hackbarth,1949,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00008-01,USA-AR-00008,Willow/Silo,18,72,Parkland,Marvin Ferguson,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00008-02,USA-AR-00008,Magnolia/ Silo,18,72,Parkland,Marvin Ferguson,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00008-03,USA-AR-00008,Magnolia/ Willow,18,72,Parkland,Marvin Ferguson,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00010-01,USA-AR-00010,Big Creek,18,72,Parkland,"Ault, Clark & Associates",1999,Open,59,69,40,N/D,N/D,USD
USA-AR-00011-01,USA-AR-00011,Big Lake,9,36,Parkland,N/D,1959,Open,15,20,20,N/D,N/D,USD
USA-AR-00012-01,USA-AR-00012,Big Sugar,18,72,Parkland,N/D,2003,Open,40,50,30,N/D,N/D,USD
USA-AR-00013-01,USA-AR-00013,Blytheville,18,71,Parkland,Dick Wilson,1957,Closed,~,~,~,N/D,N/D,USD
USA-AR-00014-01,USA-AR-00014,Branchwood,9,27,Parkland,"Ault, Clark & Associates",1984,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00015-01,USA-AR-00015,Brush Creek,9,36,Parkland,Lonnie Taylor,1994,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00017-01,USA-AR-00017,Championship,18,71,Parkland,Joe Finger,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00018-01,USA-AR-00018,Caddo Creek,18,74,Parkland,N/D,1955,Open,10,10,10,N/D,N/D,USD
USA-AR-00019-01,USA-AR-00019,Cadron Valley,9,35,Parkland,Jim Miller,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00020-01,USA-AR-00020,Camden,18,71,Parkland,N/D,1928,Closed,~,~,~,N/D,N/D,USD
USA-AR-00021-01,USA-AR-00021,Camp Robinson,18,70,Parkland,N/D,1965,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00022-01,USA-AR-00022,Carroll County,18,72,Parkland,Herman Hackbarth,1965,Open,25,25,25,N/D,N/D,USD
USA-AR-00023-01,USA-AR-00023,Cedars,9,36,Parkland,N/D,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00024-01,USA-AR-00024,Centennial Valley,18,72,Parkland,Lindy Lindsey,1998,Closed,~,~,~,N/D,N/D,USD
USA-AR-00025-01,USA-AR-00025,Chamberlyne,18,72,Parkland,John Ed Chambers III,1997,Open,30,40,40,N/D,N/D,USD
USA-AR-00026-01,USA-AR-00026,Bear Den,18,72,Parkland,Robert Trent Jones Jr.,2003,Closed,~,~,~,N/D,N/D,USD
USA-AR-00026-02,USA-AR-00026,Founders,18,72,Parkland,Robert Trent Jones Jr,1990,Closed,~,~,~,N/D,N/D,USD
USA-AR-00027-01,USA-AR-00027,Cherokee Creek,9,36,Parkland,N/D,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00028-01,USA-AR-00028,North,18,72,Parkland,John Cooper,1963,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00028-02,USA-AR-00028,South,18,72,Parkland,Ed Ault,1974,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00029-01,USA-AR-00029,Clarksville,9,36,Parkland,N/D,1959,Closed,~,~,~,N/D,N/D,USD
USA-AR-00030-01,USA-AR-00030,Conway,18,70,Parkland,N/D,1950,Closed,~,~,~,N/D,N/D,USD
USA-AR-00031-01,USA-AR-00031,Coopers Hawk,18,72,Parkland,N/D,1999,Open,25,45,45,N/D,N/D,USD
USA-AR-00032-01,USA-AR-00032,Course of Little Rock,18,71,Parkland,Herman Hackbarth,1902,Closed,~,~,~,N/D,N/D,USD
USA-AR-00033-01,USA-AR-00033,Crowleys Ridge,9,35,Parkland,N/D,1933,Closed,~,~,~,N/D,N/D,USD
USA-AR-00034-01,USA-AR-00034,Cypress Creek,18,72,Parkland,Kevin Tucker,1998,Open,30,35,35,Zoysia,Zoysia,USD
USA-AR-00035-01,USA-AR-00035,Dawn Hill,18,72,Parkland,Virgil Brookshire,1968,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00036-01,USA-AR-00036,Deer Run,18,72,Parkland,N/D,1964,Closed,~,~,~,N/D,N/D,USD
USA-AR-00037-01,USA-AR-00037,Deer Trails,18,71,Parkland,N/D,1948,Closed,9,13,13,N/D,N/D,USD
USA-AR-00038-01,USA-AR-00038,DeGray State Park,18,72,Parkland,Leon Howard,1976,Open,23,29,29,N/D,N/D,USD
USA-AR-00039-01,USA-AR-00039,Delta,9,36,Parkland,N/D,1946,Closed,~,~,~,N/D,N/D,USD
USA-AR-00040-01,USA-AR-00040,DeQueen,9,35,Parkland,N/D,1926,Closed,~,~,~,N/D,N/D,USD
USA-AR-00041-01,USA-AR-00041,Diamante,18,72,Parkland,Tom Clark,1995,Closed,~,~,~,N/D,N/D,USD
USA-AR-00042-01,USA-AR-00042,Diamond Hills,18,69,Parkland,N/D,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00043-01,USA-AR-00043,Diamondhead,18,72,Parkland,Norman Henderson,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00044-01,USA-AR-00044,Eagle Crest,18,71,Parkland,Mark Hayes,1996,Open,44,49.5,49.5,N/D,N/D,USD
USA-AR-00045-01,USA-AR-00045,Eagle Hill,18,72,Parkland,Lindy Lindsey,1997,Closed,~,~,~,N/D,N/D,USD
USA-AR-00046-01,USA-AR-00046,El Dorado,18,71,Parkland,Herman Hackbarth,1927,Closed,~,~,~,N/D,N/D,USD
USA-AR-00047-01,USA-AR-00047,Essex Park,9,35,Parkland,Pat Milligan,1994,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00048-01,USA-AR-00048,Fayetteville,18,70,Parkland,N/D,1927,Closed,~,~,~,N/D,N/D,USD
USA-AR-00049-01,USA-AR-00049,Fianna Hills,18,72,Parkland,James L Holmes,1973,Closed,~,~,~,N/D,N/D,USD
USA-AR-00050-01,USA-AR-00050,Forrest City,18,71,Parkland,N/D,1940,Closed,~,~,~,N/D,N/D,USD
USA-AR-00051-01,USA-AR-00051,Fort Smith,18,69,Parkland,Alex Findlay,1903,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00052-01,USA-AR-00052,Southern Oak,18,72,Parkland,N/D,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00053-01,USA-AR-00053,Galla Creek,18,71,Parkland,James Mackey,1994,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00054-01,USA-AR-00054,Glenwood,18,72,Parkland,Bobby McGee,1994,Open,36,45,27,N/D,N/D,USD
USA-AR-00055-01,USA-AR-00055,Grand Prairie,9,35,Parkland,N/D,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00056-01,USA-AR-00056,Greystone,18,72,Parkland,Kevin Tucker,1998,Open,20,35,20,N/D,N/D,USD
USA-AR-00057-01,USA-AR-00057,Harbor Oaks,18,72,Parkland,Leon Howard,1995,Open,22,32,38,N/D,N/D,USD
USA-AR-00058-01,USA-AR-00058,Hardscrabble,18,70,Parkland,Herman Hackbarth,1926,Closed,~,~,~,N/D,N/D,USD
USA-AR-00059-01,USA-AR-00059,Harrison,18,70,Parkland,N/D,1927,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00060-01,USA-AR-00060,Cedar Glade,18,54,Parkland,N/D,1978,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00061-01,USA-AR-00061,Hindman Park,18,72,Parkland,Leon Howard,1967,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00062-01,USA-AR-00062,Island,18,71,Parkland,John Allen,1970,Closed,~,~,~,N/D,N/D,USD
USA-AR-00063-01,USA-AR-00063,Hope,18,71,Parkland,N/D,N/D,Closed,~,~,~,N/D,N/D,USD
USA-AR-00064-01,USA-AR-00064,Arlington,18,72,Parkland,William Diddel/Ben Crenshaw,1932/R-1994,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00064-02,USA-AR-00064,Park,18,72,Parkland,Willie Park Jr,1920/R-2001,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00064-03,USA-AR-00064,Pineview,9,33,Parkland,Bert Meade,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00065-01,USA-AR-00065,Balboa,18,72,Parkland,"Ault, Clark & Associates",1987,Closed,~,~,~,N/D,N/D,USD
USA-AR-00065-02,USA-AR-00065,Coronado,18,62,Parkland,Ed Ault,1983,Closed,~,~,~,N/D,N/D,USD
USA-AR-00065-03,USA-AR-00065,Cortez,18,72,Parkland,Ed Ault,1977,Closed,~,~,~,N/D,N/D,USD
USA-AR-00065-04,USA-AR-00065,DeSoto,18,72,Parkland,Ed Ault,1972,Closed,~,~,~,N/D,N/D,USD
USA-AR-00065-05,USA-AR-00065,Granada,18,72,Parkland,Ed Ault,2004,Closed,~,~,~,N/D,N/D,USD
USA-AR-00065-06,USA-AR-00065,Isabella- (NINA/PINTA),18,72,Parkland,Ed Ault,2004,Closed,~,~,~,N/D,N/D,USD
USA-AR-00065-07,USA-AR-00065,Isabella- (PINTA/SANTA MARIA),18,72,Parkland,Ed Ault,2004,Closed,~,~,~,N/D,N/D,USD
USA-AR-00065-08,USA-AR-00065,Isabella- (SANTA MARIA/NINA),18,72,Parkland,Ed Ault,2004,Closed,~,~,~,N/D,N/D,USD
USA-AR-00065-09,USA-AR-00065,Magellan,18,72,Parkland,"Ault, Clark & Associates",2000,Closed,~,~,~,N/D,N/D,USD
USA-AR-00065-10,USA-AR-00065,Ponce de Leon,18,72,Parkland,Tom Clark,1991,Closed,~,~,~,N/D,N/D,USD
USA-AR-00068-01,USA-AR-00068,Indian Hills,18,71,Parkland,Ed Ault,1983,Closed,~,~,~,N/D,N/D,USD
USA-AR-00069-01,USA-AR-00069,Jaycee,9,35,Parkland,Leon Howard,1956,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00070-01,USA-AR-00070,Jonesboro,18,71,Parkland,Bill Martin,1935,Closed,~,~,~,N/D,N/D,USD
USA-AR-00071-01,USA-AR-00071,Geyer Springs,9,27,Parkland,N/D,N/D,Open,15,15,15,N/D,N/D,USD
USA-AR-00072-01,USA-AR-00072,Berksdale,18,72,Parkland,"Ault, Clark & Associates",1973,Closed,~,~,~,N/D,N/D,USD
USA-AR-00072-02,USA-AR-00072,Kingswood,18,71,Parkland,"Ault, Clark & Associates",1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00073-01,USA-AR-00073,Lakeside,9,35,Parkland,Shook Wilson,1973,Open,13.2,15.4,15.4,N/D,N/D,USD
USA-AR-00074-01,USA-AR-00074,Castle Valley,18,71,Parkland,N/D,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00076-01,USA-AR-00076,Course at Jonesboro,9,31,Parkland,Lindy Lindsey,1997,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00077-01,USA-AR-00077,Course at Texarkana,9,35,Parkland,Lindy Lindsey,1997,Closed,~,~,~,N/D,N/D,USD
USA-AR-00078-01,USA-AR-00078,Lions,18,73,Parkland,N/D,1954,Open,26,30,30,N/D,N/D,USD
USA-AR-00079-01,USA-AR-00079,Longhills,18,72,Parkland,W T Martin,1955,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00080-01,USA-AR-00080,Lost Creek,18,71,Parkland,Stan Lee,1901,Open,35,40,40,N/D,N/D,USD
USA-AR-00081-01,USA-AR-00081,Lost Mine,9,32,Parkland,Audie & Louise DePriest,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00082-01,USA-AR-00082,Lost Springs,18,71,Parkland,Lindy Lindsey,1992,Closed,~,~,~,N/D,N/D,USD
USA-AR-00083-01,USA-AR-00083,Magic Hills,9,35,Parkland,Howard Johnson Co,1955,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00084-01,USA-AR-00084,Magnolia,18,72,Parkland,Herman Hackbarth,1953,Closed,~,~,~,N/D,N/D,USD
USA-AR-00085-01,USA-AR-00085,Malvern,18,72,Parkland,N/D,1956,Closed,~,~,~,N/D,N/D,USD
USA-AR-00086-01,USA-AR-00086,Marion,18,72,Parkland,Lyndy Lindsey,1997,Closed,~,~,~,N/D,N/D,USD
USA-AR-00087-01,USA-AR-00087,Maumelle,18,72,Parkland,Ed Ault,1969,Closed,~,~,~,N/D,N/D,USD
USA-AR-00088-01,USA-AR-00088,Dogwood Hills,18,71,Parkland,"Ault, Clark & Associates",1978,Open,~,~,~,N/D,N/D,USD
USA-AR-00088-02,USA-AR-00088,Brittany,9,31,Parkland,N/D,1968,Open,~,~,~,N/D,N/D,USD
USA-AR-00089-01,USA-AR-00089,Millwood Landing,18,72,Parkland,N/D,1975,Closed,15,24,24,N/D,N/D,USD
USA-AR-00090-01,USA-AR-00090,Monticello,18,71,Parkland,N/D,N/D,Open,28.5,28.5,28.5,N/D,N/D,USD
USA-AR-00091-01,USA-AR-00091,Morrilton,18,70,Parkland,N/D,1963,Open,25,25,25,N/D,N/D,USD
USA-AR-00092-01,USA-AR-00092,Mountain Ranch,18,72,Parkland,Ed Ault,1982,Open,45,49,49,N/D,N/D,USD
USA-AR-00093-01,USA-AR-00093,Nashville,18,71,Parkland,Tom Shaw/John Rigsby,1920,Closed,~,~,~,N/D,N/D,USD
USA-AR-00094-01,USA-AR-00094,Newport,18,70,Parkland,Ed Ault,1963,Closed,~,~,~,N/D,N/D,USD
USA-AR-00095-01,USA-AR-00095,Oak Hills,9,36,Parkland,N/D,1970,Closed,~,~,~,N/D,N/D,USD
USA-AR-00096-01,USA-AR-00096,Ouachita,9,35,Parkland,N/D,1973,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00097-01,USA-AR-00097,Paradise Valley Athletic,18,71,Parkland,Ellis Bogan,1957,Closed,~,~,~,N/D,N/D,USD
USA-AR-00098-01,USA-AR-00098,Paragould,18,72,Parkland,Alfred Herget/Junie Dow,1965,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00099-01,USA-AR-00099,Persimmon Ridge,9,36,Parkland,Scott May,1998,Open,65,70,70,N/D,N/D,USD
USA-AR-00100-01,USA-AR-00100,Pine Bluff,18,71,Parkland,Herman Hackbarth,1936,Closed,~,~,~,N/D,N/D,USD
USA-AR-00101-01,USA-AR-00101,Pine Hills,9,35,Parkland,N/D,1963,Closed,~,~,~,N/D,N/D,USD
USA-AR-00102-01,USA-AR-00102,Pine Hills,9,29,Parkland,Local Personnel,1994,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00103-01,USA-AR-00103,Pine Valley,18,70,Parkland,Bill Brown,1968,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00104-01,USA-AR-00104,Pinnacle,18,71,Parkland,Donald Sechrest,1990,Closed,~,~,~,N/D,N/D,USD
USA-AR-00105-01,USA-AR-00105,Regulation,18,72,Parkland,Joe Finger,1969,Closed,~,~,~,N/D,N/D,USD
USA-AR-00105-02,USA-AR-00105,Third 9,9,35,Parkland,Joe Finger,1969,Closed,~,~,~,N/D,N/D,USD
USA-AR-00106-01,USA-AR-00106,Prairie,18,72,Parkland,N/D,1920,Closed,~,~,~,N/D,N/D,USD
USA-AR-00107-01,USA-AR-00107,Prairie Creek,18,72,Parkland,Joe Finger,1968,Open,18.2,20.45,20.45,N/D,N/D,USD
USA-AR-00108-01,USA-AR-00108,Prescott,9,36,Parkland,Al Rayford,1969,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00109-01,USA-AR-00109,Stonelinks,18,72,Parkland,Steve Holden,1993,Open,30,35,35,N/D,N/D,USD
USA-AR-00110-01,USA-AR-00110,Razorback Park,18,71,Parkland,N/D,1989,Open,15,20,20,N/D,N/D,USD
USA-AR-00111-01,USA-AR-00111,Championship,18,72,Parkland,Thomas E Clark,1959,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00111-02,USA-AR-00111,Executive,9,32,Parkland,Thomas E Clark,1953,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00112-01,USA-AR-00112,Red Apple Inn,18,71,Parkland,Gary Panks,1981,Closed,~,~,~,N/D,N/D,USD
USA-AR-00114-01,USA-AR-00114,RidgePointe,18,72,Parkland,Dave Bennett,1995,Closed,~,~,~,N/D,N/D,USD
USA-AR-00115-01,USA-AR-00115,River Valley,18,71,Parkland,Lynn Inge/Kenneth Hanna,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00116-01,USA-AR-00116,Rivercliff,18,72,Parkland,Earl Stone,1977,Open,25,25,15,N/D,N/D,USD
USA-AR-00117-01,USA-AR-00117,Riverland,18,72,Parkland,Jim Johnson,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00118-01,USA-AR-00118,Riverlawn,9,36,Parkland,Joe Finger,1988,Closed,~,~,~,N/D,N/D,USD
USA-AR-00119-01,USA-AR-00119,Rock Springs,9,27,Parkland,City Personnel,1995,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00120-01,USA-AR-00120,Rolling Hills,18,72,Parkland,Bill Martin,1965,Closed,~,~,~,N/D,N/D,USD
USA-AR-00121-01,USA-AR-00121,Rolling Hills,18,71,Parkland,Herman Hackbarth,1960,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00122-01,USA-AR-00122,Russellville,18,71,Parkland,N/D,1926,Closed,~,~,~,N/D,N/D,USD
USA-AR-00123-01,USA-AR-00123,Sage Meadows,18,72,Parkland,Kevin Tucker,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00124-01,USA-AR-00124,Scotsdale,18,72,Parkland,Kevin Tucker,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00125-01,USA-AR-00125,Searcy,18,71,Parkland,N/D,1961,Open,25,30,30,N/D,N/D,USD
USA-AR-00126-01,USA-AR-00126,Sheridan,9,36,Parkland,Bill Martin,1966,Closed,~,~,~,N/D,N/D,USD
USA-AR-00127-01,USA-AR-00127,Siloam Springs,9,35,Parkland,Wilson Ford,1963,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00128-01,USA-AR-00128,Silver Springs,18,72,Parkland,Furman Ward,1962,Closed,~,~,~,N/D,N/D,USD
USA-AR-00129-01,USA-AR-00129,New Haven,18,71,Parkland,John Rickman,1925,Open,22,27,27,N/D,N/D,USD
USA-AR-00130-01,USA-AR-00130,Stonebridge Meadows,18,72,Parkland,Randy Heckenkemper,1997,Open,40,55,33,N/D,N/D,USD
USA-AR-00131-01,USA-AR-00131,StoneCourse,18,72,Parkland,N/D,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00132-01,USA-AR-00132,Stuttgart,18,72,Parkland,N/D,1964,Closed,~,~,~,N/D,N/D,USD
USA-AR-00133-01,USA-AR-00133,Sugar Creek,9,36,Parkland,N/D,1968,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-AR-00134-01,USA-AR-00134,Tannenbaum,18,72,Parkland,John C Floyd,1999,Open,45,49,49,N/D,N/D,USD
USA-AR-00135-01,USA-AR-00135,Texarkana,18,72,Parkland,Theodore J Moreau,1927,Closed,~,~,~,N/D,N/D,USD
USA-AR-00136-01,USA-AR-00136,The of Arkansas,18,72,Parkland,Bobby Miller,1996,Open,32,39,39,N/D,N/D,USD
USA-AR-00137-01,USA-AR-00137,Eagle Mountain,18,72,Parkland,John C Floyd,2004,Open,40,50,50,N/D,N/D,USD
USA-AR-00138-01,USA-AR-00138,River Oaks,18,71,Parkland,John Floyd,1993,Closed,~,~,~,N/D,N/D,USD
USA-AR-00139-01,USA-AR-00139,The Creeks,18,71,Parkland,Reed Hughes,1990,Open,22,22,16,N/D,N/D,USD
USA-AR-00140-01,USA-AR-00140,Chairman Nine,9,36,Parkland,"Ault, Clark & Associates",2001,Open,15,15,15,N/D,N/D,USD
